3239163229308748905,Holis
2631540681063137901,Holis
-1076351556446235761,Holis
3902328118565200921,Holis
3443074960643491166,Holis
1114354991698721376,Holis
-4720453786705267308,Holis
-2448728647038270103,Holis
-5922688854916274728,Holis
-7683551572659441606,Holis
1787555535071441745,Holis
-7454635921537619609,Holis
5847949641170652711,Holis
-1843570363485282310,Holis
-3933841129421682774,Holis
7891628975171275126,Holis
1034597377582031480,Holis
6667975681020563316,Holis
-4170291368293053351,Holis
7399366055995525347,Holis
2572154198059161638,Holis
-7035679056726066643,Holis
778727786900683932,Holis
5775720474622843163,Holis
-7109962433985868321,Holis
5774932843915667966,Holis
8608849871523336972,Holis
-261101122159848606,Holis
-8961948733920341248,Holis
8863854578240780946,Holis
3239163229308748905,Holis
-2368493348395698159,Holis
-7358085792848880981,Holis
-383672206656015545,Holis
6954057872349784949,Holis
4128266788582001126,Holis
2506736698322307315,Holis
-2919465040464761065,Holis
-5296680664124316527,Holis
8608849871523336972,Holis
-3892258086867494626,Holis
-4613348231634239362,Holis
-3293936608563525669,Holis
3607083854150785205,Holis
-813186469644688272,Holis
-8970063989877447701,Holis
5936601478693993834,Holis
-1242979392748044327,Holis
1348045560312597782,Holis
-1016268558273428739,Holis
1247654764444078123,Holis
8084986084034281776,Holis
3297491568707214157,Holis
-278839720624086998,Holis
-2464631951955679852,Holis
3810738149495138060,Holis
4161217161090831621,Holis
944900969181150935,Holis
-1585013750080551194,Holis
-5590061145443547205,Holis
-1889510152496014385,Holis
-1943340419203672390,Holis
-3758549679440975580,Holis
-2384359414393948412,Holis
-6829005210964478919,Holis
6738736319729472084,Holis
-1646361119070167618,Holis
-5166933344271742831,Holis
3376596393620032168,Holis
-2220284226787076186,Holis
5790594282047048677,Holis
2172662273360435171,Holis
-176911208834595764,Holis
1305811515739773841,Holis
-6934845771531204010,Holis
7740792329197635915,Holis
7115173096418464942,Holis
6212697059356303949,Holis
-4245082054221786765,Holis
-4496184020936796149,Holis
6066002158567532056,Holis
-4642626473084895264,Holis
-642811080547165668,Holis
-142366028226629020,Holis
850996629290931862,Holis
-6826110070922190180,Holis
6009412256198594756,Holis
-5992486901093879401,Holis
-6548332173078774,Holis
56189717138568650,Holis
2009540944628687946,Holis
-5056302622525749602,Holis
-3069521608151304055,Holis
-1216426791441110696,Holis
7394569324455591677,Holis
-6234601662041714378,Holis
7354929022312831530,Holis
4325815563901401801,Holis
-7025576534040389236,Holis
-1700108569014142089,Holis
-4713284838296946574,Holis
-6174109422713362644,Holis
7532092121272529199,Holis
-3343934239672325054,Holis
-1148210619634820920,Holis
864153495606222100,Holis
-3912034439339708280,Holis
-9072215034309665792,Holis
-5145296606171810063,Holis
6170687656103348887,Holis
-7854668139090270975,Holis
-6180659603649842392,Holis
5047673538389734758,Holis
1263774750350608344,Holis
6849841357312995964,Holis
-5567713481536717376,Holis
-2776764621556045394,Holis
-252913784012448812,Holis
3148148842459273493,Holis
-7398221632170814441,Holis
7846521607107743269,Holis
6571691897889386905,Holis
-2679785257199828931,Holis
-2493954608698161326,Holis
8906843626209564730,Holis
-5726720795757263351,Holis
-4919954427006154094,Holis
-8689190814939036714,Holis
-3350962471232874126,Holis
112348419683463562,Holis
-5517902292121123105,Holis
-383672206656015545,Holis
3509442060803378208,Holis
-8091719714448310395,Holis
2669072178092619971,Holis
-319188342873889775,Holis
558390169372207456,Holis
8994926977710985601,Holis
1192379270725885317,Holis
-2855213901573607664,Holis
-6535843267207206152,Holis
6711013027066391715,Holis
5870801477285606933,Holis
-1069312224057093196,Holis
7566272257797289887,Holis
-2354274046300957106,Holis
6592844813218417493,Holis
3329534919690188788,Holis
180006780840720421,Holis
693510404489368379,Holis
-6683994265888926886,Holis
-6540554633094577697,Holis
-4635952405374986268,Holis
-4173704492092871981,Holis
6179989430677274551,Holis
-7021305075810231216,Holis
942085465650266517,Holis
-34962507349755134,Holis
-3624930780735033237,Holis
4260658202367044118,Holis
6311538186637211515,Holis
-437674826735693771,Holis
-2561691715686577292,Holis
-7876554546265784942,Holis
7559436848381730942,Holis
4934401726394723777,Holis
3552980356355504782,Holis
3507840888065491296,Holis
-5145296606171810063,Holis
-6659110170800026835,Holis
-2753366825406135346,Holis
2801987269637029318,Holis
-7396799252008421350,Holis
-540989686257321398,Holis
-1805477293002929370,Holis
-4713284838296946574,Holis
4799423929958699577,Holis
8469732809351674923,Holis
-1114999783258800515,Holis
-6128118910491184068,Holis
3616457791298118176,Holis
-7396582466571309057,Holis
296386144639645418,Holis
4616258947594156973,Holis
110299456855628799,Holis
6013441602197870488,Holis
-1963223877433898510,Holis
-77236153090276987,Holis
-8046755615613401926,Holis
3647004257003353062,Holis
6249489002451475540,Holis
9137626144980462510,Holis
2268764086864804055,Holis
-8522981597411836552,Holis
-7216954095038458086,Holis
-6730193751766383330,Holis
-5056367547692010447,Holis
8742702916728289328,Holis
2793578201307470380,Holis
-658470466270026458,Holis
-7020852958651194259,Holis
-792925173502569262,Holis
4172325293358608559,Holis
5563502852598536774,Holis
-74151319462437028,Holis
6818349628596395352,Holis
-2967117542893544459,Holis
6954131265732816223,Holis
-8970063989877447701,Holis
-8585689671705795174,Holis
226776259327575159,Holis
-3460150200831685909,Holis
8734371595897877046,Holis
2162323103477421252,Holis
6177885910100203195,Holis
-6872468227466586582,Holis
-8739333098582707980,Holis
-4713612470621672213,Holis
-4864856431479815963,Holis
-6207546525776771663,Holis
-4695719786935895140,Holis
-3639746211365426218,Holis
1749541992250488576,Holis
-3463511237926908497,Holis
-4996741982229458808,Holis
6987191668532236031,Holis
4910335384478262134,Holis
-6292352083090153886,Holis
5131625048334598293,Holis
-6237389049287507599,Holis
1573594552973466880,Holis
-6721668311893516064,Holis
-5546822229398668974,Holis
1696456169549528907,Holis
-4929925028562724938,Holis
-3243597253550024156,Holis
1623149766084786857,Holis
-8659761563115503174,Holis
1370781260239953260,Holis
-2746446850414206344,Holis
-7721957337980978390,Holis
5975423367022882697,Holis
1101491968957481816,Holis
-7747108821263370344,Holis
5525716241628902706,Holis
-3504986711916907565,Holis
8395033073900077547,Holis
-7338702021328831781,Holis
-4553595476074746446,Holis
-7230950427882439556,Holis
2977463734804036511,Holis
-4880797415991655010,Holis
6256569535384227899,Holis
1185228331009678580,Holis
-1263958548160043967,Holis
3402068138474869994,Holis
-5439270889814985425,Holis
-4613348231634239362,Holis
-4947995786056712796,Holis
6842506569625048826,Holis
-6519003442492089559,Holis
-3329845497840025561,Holis
5848876044663684960,Holis
-3407004083471298549,Holis
3115198490628550572,Holis
2730370160293910250,Holis
-3346262962905612165,Holis
-4583425292362925735,Holis
2864700049702653453,Holis
1873795610275446470,Holis
-3839664048023076217,Holis
-5148049834999140795,Holis
9116965589553853989,Holis
-6707811107753360065,Holis
-3970978900358726012,Holis
-4173780470249508546,Holis
3342264420401547505,Holis
5024231694889785312,Holis
-6182796132588541457,Holis
-5910202648888280334,Holis
-3193418591662631555,Holis
5236894695422091933,Holis
4594970350713853466,Holis
672510689782832086,Holis
8886751804931381934,Holis
-7426322225190138124,Holis
153198648147383247,Holis
-1004407332890558573,Holis
4961236824933922340,Holis
-5001319726981139034,Holis
-108249562509279110,Holis
2368482198008752035,Holis
5793456509183569004,Holis
8256398907495198004,Holis
-4915324388668954750,Holis
177757763163778546,Holis
3159828477382943599,Holis
-7335712659225419966,Holis
8740695102328420943,Holis
3649328427237526041,Holis
3200037285634286711,Holis
7956058209952980799,Holis
-7415014146541389460,Holis
188338529249537701,Holis
-1289013832274663414,Holis
6444999047952810891,Holis
-1290728188617738120,Holis
-5456582301477571923,Holis
-1378763989892138609,Holis
-8900023588949587525,Holis
-6667636900101449861,Holis
8648108810488591190,Holis
-4018326519355077415,Holis
3069661560167100146,Holis
4075161217843544081,Holis
-8931833761729740138,Holis
-2815173118522862811,Holis
-2358792958322553611,Holis
323493897615822034,Holis
-3343934239672325054,Holis
3886668887589782627,Holis
4139390648956302568,Holis
5477239078755911073,Holis
-2384359414393948412,Holis
-6376057379757816773,Holis
-2589893002844912602,Holis
3309708291776418495,Holis
-2543894953663291061,Holis
-7984340921860880314,Holis
798410615629165353,Holis
-7421728741192897029,Holis
5507797510742507679,Holis
-6332949651212397331,Holis
-2760166265905435003,Holis
1536294461703628048,Holis
-5152145276877174400,Holis
-4983098157021553978,Holis
-1100985982055693536,Holis
5188621047865956849,Holis
-8689190814939036714,Holis
-3607691825517779764,Holis
1653786637209799544,Holis
34754359339778299,Holis
4330174959425146026,Holis
-6436493735540223968,Holis
-4638062580050256426,Holis
7020917655911758844,Holis
-5028337208270958829,Holis
-4258509124409498966,Holis
7900841325331405776,Holis
-2368493348395698159,Holis
6444999047952810891,Holis
-6519003442492089559,Holis
-3848516887665386227,Holis
-872929560861240086,Holis
-2685766601266174461,Holis
8206199125711949737,Holis
4292912049913845104,Holis
-269595440407629973,Holis
-1342011971776593211,Holis
-7461712226989244066,Holis
-3542452670129825230,Holis
-5401770867638769863,Holis
-4340854375720255987,Holis
-2036737521725363016,Holis
7032414945471517583,Holis
7746257610969167533,Holis
8763279186530173754,Holis
-8046755615613401926,Holis
-2543894953663291061,Holis
2620352852154051292,Holis
-3288335810946413741,Holis
-8634543946831175382,Holis
2151592636974451818,Holis
3902328118565200921,Holis
-6116150927473514347,Holis
-3661543712244339433,Holis
-7605815023493783585,Holis
6294671083703336037,Holis
3089705464849655087,Holis
