-6396749478710087141,Holis
-7331119895506174273,Holis
-5573828864754795338,Holis
-2865371360392872715,Holis
8626360808865085859,Holis
-5987090917321858150,Holis
-7576540791971138944,Holis
-4605303639007049638,Holis
-7670909512867228929,Holis
-5758161624847888198,Holis
-9075653140813365423,Holis
4648292115820008892,Holis
-2535422992444983251,Holis
-5454825265067887884,Holis
7139949252275583421,Holis
-6923602606676889833,Holis
8776580015429206143,Holis
1886319268900163728,Holis
-3779860148721872461,Holis
2658471382572337727,Holis
-3970068018926319541,Holis
-568850644706951988,Holis
-8922655980836664307,Holis
-1306906687018268817,Holis
-2254299624862148859,Holis
-4849444896920051124,Holis
4062488943634238327,Holis
-3009116754324125017,Holis
-4625366077970021543,Holis
-8750493785809582833,Holis
2013052063354924051,Holis
-8543540165181081996,Holis
3730122417783169013,Holis
1921481524141465360,Holis
5021375041302959006,Holis
5071606658264674754,Holis
-4823498394675842108,Holis
-7630059391091052576,Holis
-5126042448718050287,Holis
8988479803466099322,Holis
6279237381423487364,Holis
-8396961498693596612,Holis
-5106712389119621907,Holis
4377969397851820492,Holis
-3736986319786257603,Holis
6685433395035114070,Holis
1965792074527460606,Holis
-6758091409781799570,Holis
2459083404208735201,Holis
8529405511004894598,Holis
5615650256668870683,Holis
-7061689989630256940,Holis
-3574777806436419878,Holis
3350556886985498128,Holis
-9064296821911186868,Holis
5617735684212954091,Holis
-8239328950890599522,Holis
2744477339312830859,Holis
3446112280430365101,Holis
-1588717864342186085,Holis
-8416355063845327072,Holis
8138548044483763695,Holis
-8874193163915394128,Holis
-9005731775388894247,Holis
1563552678921211749,Holis
-2233403113937986618,Holis
6863840221279053868,Holis
4201505815335126916,Holis
-5886420465998619305,Holis
-2433477385358656520,Holis
7493911133898012670,Holis
1908182819311893945,Holis
2407535310333276847,Holis
5707517097201943173,Holis
-2416632893537919780,Holis
5707882928562422252,Holis
5263945418961384375,Holis
-6010516636996693693,Holis
7869882267211558107,Holis
1176273045331862510,Holis
-8744317679686412509,Holis
437314833814467038,Holis
8696870147424424447,Holis
-6739565898684291746,Holis
5302797096978772759,Holis
-2531961437672741916,Holis
5800032634746423108,Holis
8922025458313399895,Holis
5198953753471110948,Holis
-9055976249714599548,Holis
4210141492823425418,Holis
-8481499497410099609,Holis
-8111454232043631865,Holis
9080959699241053357,Holis
-8625914037752062099,Holis
5324436118826655257,Holis
-5156356148954006141,Holis
9120380489455822796,Holis
-2041402289758370921,Holis
8051283513385906972,Holis
-7443053088793231263,Holis
-1998873808713888726,Holis
5665430994122871979,Holis
4134563663671832391,Holis
-6273349321123243884,Holis
-153579173099146740,Holis
4315227171388448221,Holis
-2930702361045700432,Holis
-7857466789293336809,Holis
2460452332661209641,Holis
-6705120863934196710,Holis
-1403608237161912606,Holis
8886781065471783059,Holis
-6268770999770228473,Holis
-4827695797161755865,Holis
155940813333243537,Holis
3832529662683017726,Holis
-8631250096925063600,Holis
-308287798389530580,Holis
6008080707587960508,Holis
7491845750343651902,Holis
-764165461974603853,Holis
4616799291909462660,Holis
-8847575156910033854,Holis
-2395559116882978223,Holis
2461822897658982165,Holis
8080517696834362079,Holis
-2175554229815094033,Holis
6514665619163838427,Holis
-4269627065149805116,Holis
7865266864954745129,Holis
8848048143053573457,Holis
3038942782088742496,Holis
7124263437360052770,Holis
3056758632685581777,Holis
6034430572796797717,Holis
2744477339312830859,Holis
